[15:16:33] [main/INFO]: ModLauncher running: args [--username, binbin, --version, 1.20.1, --gameDir, C:\Users\hkbin\Desktop\workdir\client\.minecraft, --assetsDir, C:\Users\hkbin\Desktop\workdir\client\.minecraft\assets, --assetIndex, 5, --uuid, 93a30eff4aa73845b616e60cbf31752b, --accessToken, ❄❄❄❄❄❄❄❄, --clientId, ${clientid}, --xuid, ${auth_xuid}, --userType, msa, --versionType, HMCL 3.5.8.249, --width, 854, --height, 480, --launchTarget, forgeclient, --fml.forgeVersion, 47.3.1, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[15:16:33] [main/INFO]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.9 by Azul Systems, Inc.; OS Windows 10 arch amd64 version 10.0
[15:16:34] [main/INFO]: Loading ImmediateWindowProvider fmlearlywindow
[15:16:34] [main/INFO]: Trying GL version 4.6
[15:16:34] [main/INFO]: Requested GL version 4.6 got version 4.6
[15:16:34] [main/INFO]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/C:/Users/hkbin/Desktop/workdir/client/.minecraft/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%23100!/ Service=ModLauncher Env=CLIENT
[15:16:34] [pool-2-thread-1/INFO]: GL info: NVIDIA GeForce GTX 1060 5GB/PCIe/SSE2 GL version 4.6.0 NVIDIA 555.99, NVIDIA Corporation
[15:16:42] [main/INFO]: Scheme for cloth_config: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/cloth-config-11.1.118-forge.jar#341!/
[15:16:42] [main/INFO]: Scheme for ae2: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/appliedenergistics2-forge-15.2.3.jar#324!/
[15:16:42] [main/INFO]: Scheme for nethersdelight: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/nethersdelight-1.20.1-4.0.jar#399!/
[15:16:42] [main/INFO]: Scheme for bookshelf: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/Bookshelf-Forge-1.20.1-20.2.13.jar#332!/
[15:16:42] [main/INFO]: Scheme for cofh_core: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/cofh_core-1.20.1-11.0.2.56.jar#344!/
[15:16:42] [main/INFO]: Scheme for ad_astra_rocketed: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/ad_astra_rocketed-forge-1.20.1-1.0.5.jar#304!/
[15:16:42] [main/INFO]: Scheme for monsters_and_girls: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/MonstersGirls_1.3.3.3_1.20.1 [hotfix].jar#394!/
[15:16:42] [main/INFO]: Scheme for medievalend: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/forge-medievalend-1.0.1.jar#368!/
[15:16:42] [main/INFO]: Scheme for customskinloader: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/CustomSkinLoader_ForgeActive-14.19.1.jar#355!/
[15:16:42] [main/INFO]: Scheme for mixinextras: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/aether-1.20.1-1.4.2-neoforge.jar#312!/
[15:16:42] [main/INFO]: Scheme for ae2insertexportcard: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/ae2insertexportcard-1.20.1-1.2.2.jar#308!/
[15:16:42] [main/INFO]: Scheme for puzzleslib: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/PuzzlesLib-v8.1.20-1.20.1-Forge.jar#409!/
[15:16:42] [main/INFO]: Scheme for stalwart_dungeons: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/stalwart-dungeons-1.20.1-1.2.8.jar#415!/
[15:16:42] [main/INFO]: Scheme for irons_spellbooks: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/irons_spellbooks-1.20.1-3.1.7.1.jar#375!/
[15:16:42] [main/INFO]: Scheme for dungeons_arise: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/DungeonsArise-1.20.x-2.1.58-release.jar#358!/
[15:16:42] [main/INFO]: Scheme for fruitsdelight: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/fruitsdelight-1.0.10.jar#369!/
[15:16:42] [main/INFO]: Scheme for goety_ut: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/goety_ut-6 - 1.20.1.jar#373!/
[15:16:42] [main/INFO]: Scheme for ae2wtlib: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/ae2wtlib-15.2.3-forge.jar#310!/
[15:16:42] [main/INFO]: Scheme for puzzlesaccessapi: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/PuzzlesLib-v8.1.20-1.20.1-Forge.jar#409!/
[15:16:42] [main/INFO]: Scheme for betterendisland: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/YungsBetterEndIsland-1.20-Forge-2.0.6.jar#434!/
[15:16:42] [main/INFO]: Scheme for expatternprovider: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/ExtendedAE-1.20-1.1.10-forge.jar#365!/
[15:16:42] [main/INFO]: Scheme for bettermineshafts: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/YungsBetterMineshafts-1.20-Forge-4.0.4.jar#436!/
[15:16:42] [main/INFO]: Scheme for kotlinforforge: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/kotlinforforge-4.11.0-all.jar#377!/
[15:16:42] [main/INFO]: Scheme for ad_astra_giselle_addon: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/Ad-Astra-Giselle-Addon-forge-1.20.1-6.8.jar#301!/
[15:16:42] [main/INFO]: Scheme for yungsmenutweaks: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/YungsMenuTweaks-1.20.1-Forge-1.0.2.jar#443!/
[15:16:42] [main/INFO]: Scheme for alexscaves_torpedoes: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/alexscaves_torpedoes-1.0.2.jar#315!/
[15:16:42] [main/INFO]: Scheme for minecraft: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/libraries/net/minecraft/client/1.20.1-20230612.114412/client-1.20.1-20230612.114412-srg.jar#444!/
[15:16:42] [main/INFO]: Scheme for betterp2p: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/betterp2p-1.4.1-forge.jar#329!/
[15:16:42] [main/INFO]: Scheme for mythicbotany: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/MythicBotany-1.20.1-4.0.3.jar#396!/
[15:16:42] [main/INFO]: Scheme for miners_delight: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/miners_delight-1.20.1-1.2.3.jar#392!/
[15:16:42] [main/INFO]: Scheme for lradd: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/lradd-1.20.1-0.2.1.jar#386!/
[15:16:42] [main/INFO]: Scheme for witheringboon: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/witheringboon-1.8.3.jar#428!/
[15:16:42] [main/INFO]: Scheme for create_new_age: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/create-new-age-forge-1.20.1-1.1.2.jar#347!/
[15:16:42] [main/INFO]: Scheme for resourcefulconfig: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/resourcefulconfig-forge-1.20.1-2.1.2.jar#410!/
[15:16:42] [main/INFO]: Scheme for jei: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/jei-1.20.1-forge-15.3.0.7.jar#376!/
[15:16:42] [main/INFO]: Scheme for ends_delight: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/ends_delight-1.20.1-1.0.1.jar#363!/
[15:16:42] [main/INFO]: Scheme for pineapple_delight: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/PineappleDelight-Forge-1.20-1.0.8-Fix2.jar#406!/
[15:16:42] [main/INFO]: Scheme for solonion: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/SoLOnion_FORGE_v1.2.7_mc1.20.1.jar#414!/
[15:16:42] [main/INFO]: Scheme for clumps: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/Clumps-forge-1.20.1-12.0.0.4.jar#342!/
[15:16:42] [main/INFO]: Scheme for alexscaves_trimmed: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/alexscavestrimmed-1.1.0.jar#316!/
[15:16:42] [main/INFO]: Scheme for midnightlib: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/midnightlib-forge-1.4.2.jar#391!/
[15:16:42] [main/INFO]: Scheme for ldlib: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/bigger_ae2-1.20.1-1.3.4.jar#330!/
[15:16:42] [main/INFO]: Scheme for yet_another_config_lib_v3: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/YetAnotherConfigLib-3.5.0+1.20.1-forge.jar#429!/
[15:16:42] [main/INFO]: Scheme for create_sa: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/create-stuff-additions1.20.1_v2.0.4a.jar#348!/
[15:16:42] [main/INFO]: Scheme for celestial_core: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/celestial_core-1.3.5.jar#337!/
[15:16:42] [main/INFO]: Scheme for memoryleakfix: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/memoryleakfix-forge-1.17+-1.1.5.jar#390!/
[15:16:42] [main/INFO]: Scheme for creativecore: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/CreativeCore_FORGE_v2.11.30_mc1.20.1.jar#352!/
[15:16:42] [main/INFO]: Scheme for incendium: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/Incendium_1.20.x_v5.3.5.jar#374!/
[15:16:42] [main/INFO]: Scheme for pehkui: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/Pehkui-3.8.2+1.20.1-forge.jar#405!/
[15:16:42] [main/INFO]: Scheme for tetranichematerials: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/tetranichematerials-1.82-1.20.1.jar#423!/
[15:16:42] [main/INFO]: Scheme for yungsapi: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/YungsApi-1.20-Forge-4.0.5.jar#431!/
[15:16:42] [main/INFO]: Scheme for playeranimator: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/player-animation-lib-forge-1.0.2-rc1+1.20.jar#408!/
[15:16:42] [main/INFO]: Scheme for adastraextra: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/adastraextra-forge-1.20.1-1.2.3.jar#305!/
[15:16:42] [main/INFO]: Scheme for embeddium_extra: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/rubidium-extra-0.5.4.3+mc1.20.1-build.121.jar#412!/
[15:16:42] [main/INFO]: Scheme for ae2netanalyser: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/AE2NetworkAnalyzer-1.20-1.0.6-forge.jar#309!/
[15:16:42] [main/INFO]: Scheme for blueprint: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/blueprint-1.20.1-7.1.0.jar#331!/
[15:16:42] [main/INFO]: Scheme for mr_lithosphere: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/lithosphere 1.1.1 06.06.2024.jar#384!/
[15:16:42] [main/INFO]: Scheme for tact: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/tact-1.1.6+1.20.1.jar#418!/
[15:16:42] [main/INFO]: Scheme for create: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/create-1.20.1-0.5.1.f.jar#346!/
[15:16:42] [main/INFO]: Scheme for configuration: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/bigger_ae2-1.20.1-1.3.4.jar#330!/
[15:16:42] [main/INFO]: Scheme for citadel: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/citadel-2.5.4-1.20.1.jar#340!/
[15:16:42] [main/INFO]: Scheme for ae2things: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/AE2-Things-1.2.1.jar#307!/
[15:16:42] [main/INFO]: Scheme for appflux: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/AppliedFlux-1.20-1.1.8-forge.jar#325!/
[15:16:42] [main/INFO]: Scheme for embeddium: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/embeddium-0.3.20+mc1.20.1.jar#359!/
[15:16:42] [main/INFO]: Scheme for nitrogen_internals: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/aether-1.20.1-1.4.2-neoforge.jar#312!/
[15:16:42] [main/INFO]: Scheme for aether: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/aether-1.20.1-1.4.2-neoforge.jar#312!/
[15:16:42] [main/INFO]: Scheme for terrablender: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/TerraBlender-forge-1.20.1-3.0.1.7.jar#420!/
[15:16:42] [main/INFO]: Scheme for alexscaves: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/alexscaves-1.1.4.jar#314!/
[15:16:42] [main/INFO]: Scheme for deeperdarker: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/deeperdarker-forge-1.20.1-1.2.1.jar#357!/
[15:16:42] [main/INFO]: Scheme for deep_aether: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/deep_aether-1.20.1-1.0.3.jar#356!/
[15:16:42] [main/INFO]: Scheme for megacells: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/megacells-forge-2.4.4-1.20.1.jar#389!/
[15:16:42] [main/INFO]: Scheme for glodium: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/Glodium-1.20-1.5-forge.jar#371!/
[15:16:42] [main/INFO]: Scheme for tetra: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/tetra-1.20.1-6.3.0.jar#421!/
[15:16:42] [main/INFO]: Scheme for libx: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/LibX-1.20.1-5.0.12.jar#382!/
[15:16:42] [main/INFO]: Scheme for noisium: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/noisium-forge-2.0.3+mc1.20-1.20.1.jar#400!/
[15:16:42] [main/INFO]: Scheme for l2tabs: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/l2library-2.4.27.jar#380!/
[15:16:42] [main/INFO]: Scheme for alexsdelight: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/alexsdelight-1.5.jar#317!/
[15:16:42] [main/INFO]: Scheme for bigger_ae2: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/bigger_ae2-1.20.1-1.3.4.jar#330!/
[15:16:42] [main/INFO]: Scheme for cataclysm: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/L_Enders_Cataclysm-1.99.5 -1.20.1.jar#381!/
[15:16:42] [main/INFO]: Scheme for aetheric_tetranomicon: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/aetheric_tetranomicon-1.1.2-1.20.1.jar#313!/
[15:16:42] [main/INFO]: Scheme for l2hostility: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/l2hostility-2.4.26.jar#379!/
[15:16:42] [main/INFO]: Scheme for createappliedkinetics: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/createappliedkinetics-1.3.2-1.20.1.jar#350!/
[15:16:42] [main/INFO]: Scheme for ad_astra__extra_additions: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/ad_astra_extra_additions-1.20.1-1.1.1.jar#303!/
[15:16:42] [main/INFO]: Scheme for patchouli: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/Patchouli-1.20.1-84-FORGE.jar#404!/
[15:16:42] [main/INFO]: Scheme for cookingforblockheads: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/cookingforblockheads-forge-1.20.1-16.0.6.jar#345!/
[15:16:42] [main/INFO]: Scheme for cumulus_menus: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/aether-1.20.1-1.4.2-neoforge.jar#312!/
[15:16:42] [main/INFO]: Scheme for betterfortresses: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/YungsBetterNetherFortresses-1.20-Forge-2.0.6.jar#437!/
[15:16:42] [main/INFO]: Scheme for betterwitchhuts: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/YungsBetterWitchHuts-1.20-Forge-3.0.3.jar#440!/
[15:16:42] [main/INFO]: Scheme for architectury: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/architectury-9.2.14-forge.jar#326!/
[15:16:42] [main/INFO]: Scheme for kuma_api: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/balm-forge-1.20.1-7.3.4-all.jar#328!/
[15:16:42] [main/INFO]: Scheme for betterjungletemples: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/YungsBetterJungleTemples-1.20-Forge-2.0.5.jar#435!/
[15:16:42] [main/INFO]: Scheme for manaliquidizer: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/Mana_Liquidizer-1.20.1.jar#387!/
[15:16:42] [main/INFO]: Scheme for enchdesc: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/EnchantmentDescriptions-Forge-1.20.1-17.0.16.jar#360!/
[15:16:42] [main/INFO]: Scheme for betterdeserttemples: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/YungsBetterDesertTemples-1.20-Forge-3.0.3.jar#432!/
[15:16:42] [main/INFO]: Scheme for netherportalfix: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/netherportalfix-forge-1.20-13.0.1.jar#398!/
[15:16:42] [main/INFO]: Scheme for apotheosis: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/Apotheosis-1.20.1-7.3.5.jar#318!/
[15:16:42] [main/INFO]: Scheme for sebastrnlib: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/sebastrnlib-4.0.0.jar#413!/
[15:16:42] [main/INFO]: Scheme for botarium: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/botarium-forge-1.20.1-2.3.3.jar#334!/
[15:16:42] [main/INFO]: Scheme for create_oppenheimered: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/create_oppenheimered-1.20.1-1.0.2.jar#349!/
[15:16:42] [main/INFO]: Scheme for flywheel: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/create-1.20.1-0.5.1.f.jar#346!/
[15:16:42] [main/INFO]: Scheme for l2damagetracker: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/l2complements-2.4.38.jar#378!/
[15:16:42] [main/INFO]: Scheme for modernfix: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/modernfix-forge-5.18.1+mc1.20.1.jar#393!/
[15:16:42] [main/INFO]: Scheme for entityculling: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/entityculling-forge-1.6.6-mc1.20.1.jar#364!/
[15:16:42] [main/INFO]: Scheme for apotheoticcreation: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/apotheoticcreation-1.0.0.jar#320!/
[15:16:42] [main/INFO]: Scheme for yungsbridges: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/YungsBridges-1.20-Forge-4.0.3.jar#441!/
[15:16:42] [main/INFO]: Scheme for betterdungeons: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/YungsBetterDungeons-1.20-Forge-4.0.4.jar#433!/
[15:16:42] [main/INFO]: Scheme for naturescompass: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/NaturesCompass-1.20.1-1.11.2-forge.jar#397!/
[15:16:42] [main/INFO]: Scheme for farmersdelight: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/FarmersDelight-1.20.1-1.2.4.jar#366!/
[15:16:42] [main/INFO]: Scheme for tetranomicon: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/tetranomicon-1.5.3-1.20.1.jar#424!/
[15:16:42] [main/INFO]: Scheme for l2itemselector: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/celestial_core-1.3.5.jar#337!/
[15:16:42] [main/INFO]: Scheme for adtetra: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/adtetra-2.0.0.jar#306!/
[15:16:42] [main/INFO]: Scheme for apotheotic_additions: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/ApotheoticAdditionsV2.0.2.jar#319!/
[15:16:42] [main/INFO]: Scheme for appliedcooking: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/appliedcooking-4.0.0.jar#323!/
[15:16:42] [main/INFO]: Scheme for attributeslib: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/ApothicAttributes-1.20.1-1.3.5.jar#321!/
[15:16:42] [main/INFO]: Scheme for curios: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/curios-forge-5.9.1+1.20.1.jar#354!/
[15:16:42] [main/INFO]: Scheme for structure_gel: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/structure_gel-1.20.1-2.16.2.jar#417!/
[15:16:42] [main/INFO]: Scheme for placebo: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/Placebo-1.20.1-8.6.2.jar#407!/
[15:16:42] [main/INFO]: Scheme for youkaishomecoming: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/youkaishomecoming-2.2.5.jar#430!/
[15:16:42] [main/INFO]: Scheme for l2screentracker: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/celestial_core-1.3.5.jar#337!/
[15:16:42] [main/INFO]: Scheme for resourcefullib: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/resourcefullib-forge-1.20.1-2.1.25.jar#411!/
[15:16:42] [main/INFO]: Scheme for botania: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/Botania-1.20.1-444-FORGE.jar#333!/
[15:16:42] [main/INFO]: Scheme for cullleaves: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/cullleaves-forge-3.2.0.jar#353!/
[15:16:42] [main/INFO]: Scheme for maxhealthfix: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/MaxHealthFix-Forge-1.20.1-12.0.3.jar#388!/
[15:16:42] [main/INFO]: Scheme for celestial_artifacts: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/celestial_artifacts-1.4.2.jar#336!/
[15:16:42] [main/INFO]: Scheme for packetfixer: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/packetfixer-forge-1.4.2-1.19-to-1.20.1.jar#403!/
[15:16:42] [main/INFO]: Scheme for creategoggles: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/creategoggles-1.20.1-0.5.5.g-[FORGE].jar#351!/
[15:16:42] [main/INFO]: Scheme for balm: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/balm-forge-1.20.1-7.3.4-all.jar#328!/
[15:16:42] [main/INFO]: Scheme for oculus: /C:/Users/hkbin/Desktop/workdir/client/.minecraft/mods/oculus-mc1.20.1-1.7.0.jar#402!/
[15:16:42] [main/INFO]: Loading 156 mods:
	- ad_astra 1.15.18
	- ad_astra__extra_additions 1.1.1
	- ad_astra_giselle_addon 6.8
	- ad_astra_rocketed 1.0.5
	- adastraextra 1.2.3
	- adtetra 2.0.0
	- ae2 15.2.3
	- ae2insertexportcard 1.20.1-1.2.2
	- ae2netanalyser 1.20-1.0.6-forge
	- ae2things 1.2.1
	- ae2wtlib 15.2.3-forge
	- aeroblender 1.20.1-1.0.1-neoforge
	- aether 1.20.1-1.4.2-neoforge
		|-- cumulus_menus 1.20.1-1.0.0-neoforge
		|-- mixinextras 0.2.0-beta.9
		\-- nitrogen_internals 1.20.1-1.0.7-neoforge
	- aetheric_tetranomicon 1.1.2-1.20.1
	- alexscaves 1.1.4
	- alexscaves_torpedoes 1.0.2
	- alexscaves_trimmed 1.0.2
	- alexsdelight 1.5
	- apotheosis 7.3.5
	- apotheotic_additions 2.0.1
	- apotheoticcreation 1.0.0
	- appbot 1.5.0
	- appflux 1.20-1.1.8-forge
	- appliedcooking 4.0.0
	- architectury 9.2.14
	- athena 3.1.2
	- attributeslib 1.3.5
	- balm 7.3.4
		\-- kuma_api 20.1.6
	- betterdeserttemples 1.20-Forge-3.0.3
	- betterdungeons 1.20-Forge-4.0.4
	- betterendisland 1.20-Forge-2.0.6
	- betterfortresses 1.20-Forge-2.0.6
	- betterjungletemples 1.20-Forge-2.0.5
	- bettermineshafts 1.20-Forge-4.0.4
	- betteroceanmonuments 1.20-Forge-3.0.4
	- betterp2p 1.4.1
	- betterstrongholds 1.20-Forge-4.0.3
	- betterwitchhuts 1.20-Forge-3.0.3
	- bigger_ae2 1.3.4
		|-- configuration 2.2.0
		\-- ldlib 1.0.25.e
	- blueprint 7.1.0
	- bookshelf 20.2.13
	- botania 1.20.1-444-FORGE
	- botarium 2.3.3
	- caelus 3.2.0+1.20.1
	- cataclysm 1.99.5
	- celestial_artifacts 1.4.2
	- celestial_core 1.3.5
		|-- l2itemselector 0.1.7
		\-- l2screentracker 0.1.4
	- celestial_enchantments 1.3.3
	- celestial_forge 1.0
	- citadel 2.5.4
	- cloth_config 11.1.118
	- clumps 12.0.0.4
	- coffee_delight 1.4
	- cofh_core 11.0.2
	- cookingforblockheads 16.0.6
	- create 0.5.1.f
		\-- flywheel 0.6.10-7
	- create_new_age 1.1.2
	- create_oppenheimered 1.0.2
	- create_sa 2.0.4.
	- createappliedkinetics 1.3.2-1.20.1
	- creategoggles 0.5.5.g
	- creativecore 2.11.30
	- cullleaves 3.2.0
	- curios 5.9.1+1.20.1
	- customskinloader 14.19.1
	- deep_aether 1.20.1-1.0.3
	- deeperdarker 1.2.1
	- dungeons_arise 2.1.58-1.20.x
	- embeddium 0.3.20+mc1.20.1
		\-- rubidium 0.7.1
	- embeddium_extra 0.5.4.3+mc1.20.1-build.121
	- enchdesc 17.0.16
	- endlessbiomes 1.5.1
	- ends_delight 1.0.1
	- entityculling 1.6.6
	- expatternprovider 1.20-1.1.10-forge
	- farmersdelight 1.20.1-1.2.4
	- ferritecore 6.0.1
	- forge 47.3.1
	- fruitsdelight 1.0.10
	- geckolib 4.4.6
	- glodium 1.20-1.5-forge
	- goety 2.5.16.3
	- goety_ut 1.6.0
	- incendium 5.3.5
	- irons_spellbooks 1.20.1-3.1.7.1
	- jei 15.3.0.7
	- kotlinforforge 4.11.0
	- l2complements 2.4.38
		\-- l2damagetracker 0.3.8
	- l2hostility 2.4.26
	- l2library 2.4.27
		\-- l2tabs 0.3.2
	- libx 1.20.1-5.0.12
	- lionfishapi 1.9
	- lost_aether_content 1.2.3
	- lradd 0.2.1
	- manaliquidizer 1.20.1-1.0.0
	- maxhealthfix 12.0.3
	- medievalend 1.0.1
	- megacells 2.4.4-1.20.1
	- memoryleakfix 1.1.5
	- midnightlib 1.4.2
	- minecraft 1.20.1
	- miners_delight 1.20.1-1.2.3
	- modernfix 5.18.1+mc1.20.1
	- monsters_and_girls 1.3.3.3
	- mr_lithosphere 1.1.1
	- mutil 6.1.1
	- mythicbotany 1.20.1-4.0.3
	- naturescompass 1.20.1-1.11.2-forge
	- netherportalfix 13.0.1
	- nethersdelight 1.20.1-4.0
	- noisium 2.0.3+mc1.20-1.20.1
	- oceansdelight 1.0.2-1.20
	- oculus 1.7.0
	- outer_end 1.0.8
	- packetfixer 1.4.2
	- patchouli 1.20.1-84-FORGE
	- pehkui 3.8.2+1.20.1-forge
	- pineapple_delight 1.0.8
	- placebo 8.6.2
	- playeranimator 1.0.2-rc1+1.20
	- puzzleslib 8.1.20
